,image_a,image_b,verify_ab,f1a,f2a,f3a,f4a,f5a,f6a,f7a,f8a,f9a,f1b,f2b,f3b,f4b,f5b,f6b,f7b,f8b,f9b
28,1271a_num3.png,1271c_num1.png,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,0.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0
29,1271a_num3.png,1271a_num4.png,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0
30,1271a_num3.png,1271a_num1.png,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0
31,1271a_num3.png,1271c_num4.png,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,0.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0
32,1271a_num3.png,1271c_num3.png,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,0.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0
33,1271a_num3.png,1271b_num4.png,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,3.0,4.0,2.0,2.0,0.0,2.0,1.0,3.0,2.0
34,1271a_num3.png,1271b_num3.png,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,3.0,4.0,2.0,2.0,0.0,2.0,1.0,3.0,2.0
35,0531c_num2.png,0531b_num1.png,1.0,1.0,4.0,1.0,1.0,2.0,2.0,0.0,3.0,2.0,2.0,0.0,1.0,3.0,2.0,1.0,0.0,2.0,2.0
36,0531c_num2.png,0531b_num4.png,1.0,1.0,4.0,1.0,1.0,2.0,2.0,0.0,3.0,2.0,2.0,0.0,1.0,3.0,2.0,1.0,0.0,2.0,2.0
37,0531c_num2.png,0531a_num1.png,1.0,1.0,4.0,1.0,1.0,2.0,2.0,0.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,3.0,2.0
38,0531c_num2.png,0531b_num2.png,1.0,1.0,4.0,1.0,1.0,2.0,2.0,0.0,3.0,2.0,2.0,0.0,1.0,3.0,2.0,1.0,0.0,2.0,2.0
39,0531c_num2.png,0531c_num1.png,1.0,1.0,4.0,1.0,1.0,2.0,2.0,0.0,3.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,0.0,3.0,2.0
40,0531c_num2.png,0531a_num3.png,1.0,1.0,4.0,1.0,1.0,2.0,2.0,0.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,3.0,2.0
41,0531c_num2.png,0531a_num2.png,1.0,1.0,4.0,1.0,1.0,2.0,2.0,0.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,3.0,2.0
42,0531c_num2.png,0531c_num3.png,1.0,1.0,4.0,1.0,1.0,2.0,2.0,0.0,3.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,0.0,3.0,2.0
43,0531c_num2.png,0531a_num6.png,1.0,1.0,4.0,1.0,1.0,2.0,2.0,0.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,3.0,2.0
44,0531c_num2.png,0531c_num5.png,1.0,1.0,4.0,1.0,1.0,2.0,2.0,0.0,3.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,0.0,3.0,2.0
45,0531c_num2.png,0531b_num3.png,1.0,1.0,4.0,1.0,1.0,2.0,2.0,0.0,3.0,2.0,2.0,0.0,1.0,3.0,2.0,1.0,0.0,2.0,2.0
46,0531c_num2.png,0531c_num6.png,1.0,1.0,4.0,1.0,1.0,2.0,2.0,0.0,3.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,0.0,3.0,2.0
47,0365a_num3.png,0365c_num4.png,1.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0,4.0,0.0,3.0,0.0,1.0,1.0,2.0,1.0
48,0365a_num3.png,0365a_num2.png,1.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,2.0
49,0365a_num3.png,0365a_num4.png,1.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,2.0
50,0365a_num3.png,0365c_num2.png,1.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0,4.0,0.0,3.0,0.0,1.0,1.0,2.0,1.0
51,0365a_num3.png,0365b_num2.png,1.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,2.0,2.0,1.0,1.0,3.0,0.0,2.0,0.0,2.0,1.0
52,0365a_num3.png,0365c_num3.png,1.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0,4.0,0.0,3.0,0.0,1.0,1.0,2.0,1.0
53,0365a_num3.png,0365b_num1.png,1.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,2.0,2.0,1.0,1.0,3.0,0.0,2.0,0.0,2.0,1.0
54,0365a_num3.png,0365a_num5.png,1.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,2.0
55,0365a_num3.png,0365a_num1.png,1.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,2.0
56,0365a_num3.png,0365c_num1.png,1.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0,4.0,0.0,3.0,0.0,1.0,1.0,2.0,1.0
57,1230b_num2.png,1230c_num2.png,1.0,1.0,1.0,0.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,4.0,1.0,3.0,2.0,2.0,0.0,2.0,2.0
58,1230b_num2.png,1230c_num3.png,1.0,1.0,1.0,0.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,4.0,1.0,3.0,2.0,2.0,0.0,2.0,2.0
59,1230b_num2.png,1230b_num4.png,1.0,1.0,1.0,0.0,3.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,0.0,3.0,2.0,2.0,1.0,3.0,2.0
60,1230b_num2.png,1230b_num1.png,1.0,1.0,1.0,0.0,3.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,0.0,3.0,2.0,2.0,1.0,3.0,2.0
61,1230b_num2.png,1230b_num3.png,1.0,1.0,1.0,0.0,3.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,0.0,3.0,2.0,2.0,1.0,3.0,2.0
62,1230b_num2.png,1230a_num2.png,1.0,1.0,1.0,0.0,3.0,2.0,2.0,1.0,3.0,2.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,3.0,2.0
63,1230b_num2.png,1230c_num6.png,1.0,1.0,1.0,0.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,4.0,1.0,3.0,2.0,2.0,0.0,2.0,2.0
64,1230b_num2.png,1230c_num1.png,1.0,1.0,1.0,0.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,4.0,1.0,3.0,2.0,2.0,0.0,2.0,2.0
65,1230b_num2.png,1230a_num1.png,1.0,1.0,1.0,0.0,3.0,2.0,2.0,1.0,3.0,2.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,3.0,2.0
66,1230b_num2.png,1230a_num4.png,1.0,1.0,1.0,0.0,3.0,2.0,2.0,1.0,3.0,2.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,3.0,2.0
67,1230b_num2.png,1230a_num3.png,1.0,1.0,1.0,0.0,3.0,2.0,2.0,1.0,3.0,2.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,3.0,2.0
68,1230b_num2.png,1230c_num4.png,1.0,1.0,1.0,0.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,4.0,1.0,3.0,2.0,2.0,0.0,2.0,2.0
69,1230b_num2.png,1230a_num5.png,1.0,1.0,1.0,0.0,3.0,2.0,2.0,1.0,3.0,2.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,3.0,2.0
70,1194a_num2.png,1194a_num4.png,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0
71,1194a_num2.png,1194c_num4.png,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0,3.0,2.0
72,1194a_num2.png,1194c_num1.png,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0,3.0,2.0
73,1194a_num2.png,1194a_num1.png,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0
74,1194a_num2.png,1194b_num1.png,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0,0.0,1.0,2.0,2.0,0.0,1.0,2.0
75,1194a_num2.png,1194c_num3.png,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0,3.0,2.0
76,1194a_num2.png,1194b_num3.png,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0,0.0,1.0,2.0,2.0,0.0,1.0,2.0
77,1194a_num2.png,1194a_num3.png,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0
78,1194a_num2.png,1194a_num5.png,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0
79,1194a_num2.png,1194a_num6.png,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0
80,1194a_num2.png,1194b_num2.png,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0,0.0,1.0,2.0,2.0,0.0,1.0,2.0
81,1194a_num2.png,1194cc_num1.png,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0,3.0,2.0
82,1194a_num2.png,1194c_num2.png,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0,3.0,2.0
83,1194a_num2.png,1194b_num4.png,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0,0.0,1.0,2.0,2.0,0.0,1.0,2.0
84,1208c_num2.png,1208a_num3.png,1.0,0.0,1.0,1.0,0.0,2.0,1.0,3.0,2.0,2.0,0.0,4.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0
85,1208c_num2.png,1208c_num3.png,1.0,0.0,1.0,1.0,0.0,2.0,1.0,3.0,2.0,2.0,0.0,1.0,1.0,0.0,2.0,1.0,3.0,2.0,2.0
86,1208c_num2.png,1208b_num1.png,1.0,0.0,1.0,1.0,0.0,2.0,1.0,3.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0
87,1208c_num2.png,1208a_num1.png,1.0,0.0,1.0,1.0,0.0,2.0,1.0,3.0,2.0,2.0,0.0,4.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0
88,1208c_num2.png,1208a_num2.png,1.0,0.0,1.0,1.0,0.0,2.0,1.0,3.0,2.0,2.0,0.0,4.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0
89,1208c_num2.png,1208b_num3.png,1.0,0.0,1.0,1.0,0.0,2.0,1.0,3.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0
90,1208c_num2.png,1208b_num2.png,1.0,0.0,1.0,1.0,0.0,2.0,1.0,3.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0
91,1208c_num2.png,1208c_num4.png,1.0,0.0,1.0,1.0,0.0,2.0,1.0,3.0,2.0,2.0,0.0,1.0,1.0,0.0,2.0,1.0,3.0,2.0,2.0
92,1208c_num2.png,1208b_num4.png,1.0,0.0,1.0,1.0,0.0,2.0,1.0,3.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0
93,1208c_num2.png,1208c_num1.png,1.0,0.0,1.0,1.0,0.0,2.0,1.0,3.0,2.0,2.0,0.0,1.0,1.0,0.0,2.0,1.0,3.0,2.0,2.0
94,1350c_num2.png,1350a_num2.png,1.0,1.0,4.0,1.0,3.0,0.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,0.0,2.0,3.0,1.0,2.0,1.0
95,1350c_num2.png,1350c_num4.png,1.0,1.0,4.0,1.0,3.0,0.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,3.0,0.0,1.0,2.0,1.0,1.0
96,1350c_num2.png,1350c_num6.png,1.0,1.0,4.0,1.0,3.0,0.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,3.0,0.0,1.0,2.0,1.0,1.0
97,1350c_num2.png,1350a_num1.png,1.0,1.0,4.0,1.0,3.0,0.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,0.0,2.0,3.0,1.0,2.0,1.0
98,1350c_num2.png,1350a_num3.png,1.0,1.0,4.0,1.0,3.0,0.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,0.0,2.0,3.0,1.0,2.0,1.0
99,1350c_num2.png,1350c_num3.png,1.0,1.0,4.0,1.0,3.0,0.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,3.0,0.0,1.0,2.0,1.0,1.0
100,1350c_num2.png,1350c_num1.png,1.0,1.0,4.0,1.0,3.0,0.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,3.0,0.0,1.0,2.0,1.0,1.0
101,1350c_num2.png,1350c_num5.png,1.0,1.0,4.0,1.0,3.0,0.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,3.0,0.0,1.0,2.0,1.0,1.0
102,0327b_num3.png,0327b_num1.png,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,3.0,2.0
103,0327b_num3.png,0327a_num4.png,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,0.0,0.0,4.0,2.0
104,0327b_num3.png,0327c_num2.png,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0
105,0327b_num3.png,0327a_num3.png,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,0.0,0.0,4.0,2.0
106,0327b_num3.png,0327b_num2.png,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,3.0,2.0
107,0327b_num3.png,0327a_num2.png,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,0.0,0.0,4.0,2.0
108,0327b_num3.png,0327b_num5.png,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,3.0,2.0
109,0327b_num3.png,0327b_num4.png,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,3.0,2.0
110,0327b_num3.png,0327c_num4.png,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0
111,0327b_num3.png,0327c_num1.png,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0
112,0327b_num3.png,0327c_num7.png,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0
113,0327b_num3.png,0327c_num6.png,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0
114,0327b_num3.png,0327a_num1.png,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,0.0,0.0,4.0,2.0
115,1230c_num2.png,1230c_num3.png,1.0,2.0,4.0,1.0,3.0,2.0,2.0,0.0,2.0,2.0,2.0,4.0,1.0,3.0,2.0,2.0,0.0,2.0,2.0
116,1230c_num2.png,1230b_num4.png,1.0,2.0,4.0,1.0,3.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,3.0,2.0,2.0,1.0,3.0,2.0
117,1230c_num2.png,1230b_num1.png,1.0,2.0,4.0,1.0,3.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,3.0,2.0,2.0,1.0,3.0,2.0
118,1230c_num2.png,1230b_num3.png,1.0,2.0,4.0,1.0,3.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,3.0,2.0,2.0,1.0,3.0,2.0
119,1230c_num2.png,1230a_num2.png,1.0,2.0,4.0,1.0,3.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,3.0,2.0
120,1230c_num2.png,1230c_num6.png,1.0,2.0,4.0,1.0,3.0,2.0,2.0,0.0,2.0,2.0,2.0,4.0,1.0,3.0,2.0,2.0,0.0,2.0,2.0
121,1230c_num2.png,1230c_num1.png,1.0,2.0,4.0,1.0,3.0,2.0,2.0,0.0,2.0,2.0,2.0,4.0,1.0,3.0,2.0,2.0,0.0,2.0,2.0
122,1230c_num2.png,1230a_num1.png,1.0,2.0,4.0,1.0,3.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,3.0,2.0
123,1230c_num2.png,1230a_num4.png,1.0,2.0,4.0,1.0,3.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,3.0,2.0
124,1230c_num2.png,1230a_num3.png,1.0,2.0,4.0,1.0,3.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,3.0,2.0
125,1230c_num2.png,1230c_num4.png,1.0,2.0,4.0,1.0,3.0,2.0,2.0,0.0,2.0,2.0,2.0,4.0,1.0,3.0,2.0,2.0,0.0,2.0,2.0
126,1230c_num2.png,1230a_num5.png,1.0,2.0,4.0,1.0,3.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,3.0,2.0
127,0557c_num1.png,0557c_num2.png,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0
128,0557c_num1.png,0557c_num3.png,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0
129,0557c_num1.png,0557c_num4.png,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0
130,0557c_num1.png,0557c_num5.png,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0
131,0312b_num2.png,0312b_num3.png,1.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,4.0,2.0
132,0312b_num2.png,0312b_num5.png,1.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,4.0,2.0
133,0312b_num2.png,0312b_num6.png,1.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,4.0,2.0
134,0312b_num2.png,0312b_num1.png,1.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,4.0,2.0
135,0312b_num2.png,0312b_num4.png,1.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,4.0,2.0
136,1363c_num7.png,1363c_num3.png,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0
137,1363c_num7.png,1363a_num3.png,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0
138,1363c_num7.png,1363a_num1.png,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0
139,1363c_num7.png,1363b_num1.png,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0
140,1363c_num7.png,1363b_num2.png,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0
141,1363c_num7.png,1363a_num5.png,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0
142,1363c_num7.png,1363c_num4.png,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0
