,left,right,label
204,0371a_num5.png,0371b_num1.png,1
205,0371a_num5.png,0371c_num3.png,1
206,0371a_num5.png,0371c_num5.png,1
207,0371a_num5.png,0371a_num3.png,1
208,0371a_num5.png,0371c_num1.png,1
209,0371a_num5.png,0371a_num1.png,1
210,0371a_num5.png,0371b_num3.png,1
211,0371a_num5.png,0371c_num6.png,1
212,0371a_num5.png,0371a_num2.png,1
213,0971b_num5.png,0971a_num1.png,1
214,0971b_num5.png,0971b_num4.png,1
215,0971b_num5.png,0971c_num1.png,1
216,0971b_num5.png,0971a_num3.png,1
217,0971b_num5.png,0971b_num3.png,1
218,0971b_num5.png,0971b_num1.png,1
219,0971b_num5.png,0971b_num2.png,1
220,1517b_num1.png,1517c_num2.png,1
221,1517b_num1.png,1517c_num1.png,1
222,1517b_num1.png,1517b_num2.png,1
223,1517b_num1.png,1517a_num2.png,1
224,1517b_num1.png,1517b_num4.png,1
225,1517b_num1.png,1517a_num4.png,1
226,1517b_num1.png,1517a_num1.png,1
227,1517b_num1.png,1517a_num5.png,1
228,1517b_num1.png,1517b_num5.png,1
229,1517b_num1.png,1517a_num3.png,1
230,0953c_num4.png,0953a_num2.png,1
231,0953c_num4.png,0953c_num1.png,1
232,0953c_num4.png,0953c_num3.png,1
233,0953c_num4.png,0953a_num5.png,1
234,0953c_num4.png,0953b_num6.png,1
235,0953c_num4.png,0953b_num1.png,1
236,0953c_num4.png,0953b_num4.png,1
237,0953c_num4.png,0953b_num3.png,1
238,0953c_num4.png,0953a_num3.png,1
239,0953c_num4.png,0953c_num2.png,1
240,1000c_num1.png,1000b_num5.png,1
241,1000c_num1.png,1000c_num4.png,1
242,1000c_num1.png,1000b_num1.png,1
243,1000c_num1.png,1000c_num6.png,1
244,1000c_num1.png,1000a_num1.png,1
245,1000c_num1.png,1000c_num3.png,1
246,1000c_num1.png,1000b_num3.png,1
247,1000c_num1.png,1000c_num2.png,1
248,1000c_num1.png,1000a_num2.png,1
249,1000c_num1.png,1000a_num3.png,1
250,1322a_num2.png,1322a_num1.png,1
251,1322a_num2.png,1322b_num1.png,1
252,1322a_num2.png,1322a_num4.png,1
253,1322a_num2.png,1322a_num5.png,1
254,1322a_num2.png,1322c_num2.png,1
255,1322a_num2.png,1322c_num1.png,1
256,1322a_num2.png,1322a_num3.png,1
257,0631a_num4.png,0631a_num2.png,1
258,0631a_num4.png,0631c_num4.png,1
259,0631a_num4.png,0631c_num2.png,1
260,0631a_num4.png,0631c_num1.png,1
261,0631a_num4.png,0631a_num3.png,1
262,0631a_num4.png,0631c_num3.png,1
263,1024b_num4.png,1024b_num2.png,1
264,1024b_num4.png,1024b_num1.png,1
265,1024b_num4.png,1024c_num4.png,1
266,1024b_num4.png,1024c_num1.png,1
267,1024b_num4.png,1024b_num3.png,1
268,1024b_num4.png,1024a_num4.png,1
269,1024b_num4.png,1024a_num3.png,1
270,1024b_num4.png,1024c_num2.png,1
271,1024b_num4.png,1024a_num1.png,1
272,1024b_num4.png,1024c_num3.png,1
273,1024b_num4.png,1024a_num2.png,1
274,1518b_num6.png,1518c_num2.png,1
275,1518b_num6.png,1518a_num1.png,1
276,1518b_num6.png,1518b_num2.png,1
277,1518b_num6.png,1518b_num4.png,1
278,1518b_num6.png,1518b_num1.png,1
279,1518b_num6.png,1518b_num3.png,1
280,1518b_num6.png,1518c_num3.png,1
281,1518b_num6.png,1518b_num5.png,1
282,1518b_num6.png,1518c_num5.png,1
283,1518b_num6.png,1518c_num4.png,1
284,1518b_num6.png,1518a_num2.png,1
285,1518b_num6.png,1518c_num1.png,1
286,0019b_num6.png,0019c_num3.png,1
287,0019b_num6.png,0019a_num3.png,1
288,0019b_num6.png,0019c_num5.png,1
289,0019b_num6.png,0019b_num2.png,1
290,0019b_num6.png,0019b_num4.png,1
291,0019b_num6.png,0019c_num1.png,1
292,0019b_num6.png,0019a_num1.png,1
293,0019b_num6.png,0019b_num1.png,1
294,0019b_num6.png,0019aa_num2.png,1
295,0019b_num6.png,0019aa_num1.png,1
296,0019b_num6.png,0019c_num2.png,1
297,0019b_num6.png,0019c_num4.png,1
298,0019b_num6.png,0019b_num5.png,1
299,0019b_num6.png,0019a_num2.png,1
300,0222a_num2.png,0222a_num3.png,1
301,0222a_num2.png,0222a_num4.png,1
302,1543c_num1.png,1543b_num2.png,1
303,1543c_num1.png,1543b_num5.png,1
304,1543c_num1.png,1543b_num1.png,1
305,1543c_num1.png,1543b_num4.png,1
306,1543c_num1.png,1543a_num2.png,1
307,1543c_num1.png,1543c_num3.png,1
308,1543c_num1.png,1543b_num3.png,1
309,1543c_num1.png,1543a_num1.png,1
310,0389b_num1.png,0389c_num1.png,1
311,0389b_num1.png,0389b_num2.png,1
312,0389b_num1.png,0389a_num1.png,1
313,0389b_num1.png,0389a_num2.png,1
314,0389b_num1.png,0389c_num2.png,1
315,0788c_num4.png,0788c_num1.png,1
316,0788c_num4.png,0788b_num3.png,1
317,0788c_num4.png,0788a_num5.png,1
318,0788c_num4.png,0788c_num2.png,1
319,0788c_num4.png,0788c_num3.png,1
320,0788c_num4.png,0788a_num1.png,1
321,0788c_num4.png,0788a_num2.png,1
322,0788c_num4.png,0788b_num1.png,1
323,0365a_num3.png,0365c_num4.png,1
324,0365a_num3.png,0365a_num2.png,1
325,0365a_num3.png,0365a_num4.png,1
326,0365a_num3.png,0365c_num2.png,1
327,0365a_num3.png,0365b_num2.png,1
328,0365a_num3.png,0365c_num3.png,1
329,0365a_num3.png,0365b_num1.png,1
330,0365a_num3.png,0365a_num5.png,1
331,0365a_num3.png,0365a_num1.png,1
332,0365a_num3.png,0365c_num1.png,1
333,0097c_num1.png,0097b_num5.png,1
334,0097c_num1.png,0097c_num3.png,1
335,0097c_num1.png,0097a_num3.png,1
336,0097c_num1.png,0097b_num3.png,1
337,0097c_num1.png,0097b_num4.png,1
338,0097c_num1.png,0097a_num4.png,1
339,0097c_num1.png,0097a_num5.png,1
340,0097c_num1.png,0097a_num1.png,1
341,0097c_num1.png,0097a_num2.png,1
342,0417c_num4.png,0417c_num3.png,1
343,0417c_num4.png,0417a_num2.png,1
344,0417c_num4.png,0417c_num2.png,1
345,0417c_num4.png,0417a_num1.png,1
346,0417c_num4.png,0417b_num1.png,1
347,0417c_num4.png,0417b_num2.png,1
348,0417c_num4.png,0417c_num1.png,1
349,0417c_num4.png,0417a_num3.png,1
350,1230b_num2.png,1230c_num2.png,1
351,1230b_num2.png,1230c_num3.png,1
352,1230b_num2.png,1230b_num4.png,1
353,1230b_num2.png,1230b_num1.png,1
354,1230b_num2.png,1230b_num3.png,1
355,1230b_num2.png,1230a_num2.png,1
356,1230b_num2.png,1230c_num6.png,1
357,1230b_num2.png,1230c_num1.png,1
358,1230b_num2.png,1230a_num1.png,1
359,1230b_num2.png,1230a_num4.png,1
360,1230b_num2.png,1230a_num3.png,1
361,1230b_num2.png,1230c_num4.png,1
362,1230b_num2.png,1230a_num5.png,1
363,0858b_num1.png,0858c_num2.png,1
364,0858b_num1.png,0858b_num5.png,1
365,0858b_num1.png,0858c_num1.png,1
366,0858b_num1.png,0858b_num4.png,1
367,0858b_num1.png,0858a_num3.png,1
368,0858b_num1.png,0858c_num4.png,1
369,0858b_num1.png,0858c_num3.png,1
370,0858b_num1.png,0858a_num1.png,1
371,0858b_num1.png,0858a_num4.png,1
372,0858b_num1.png,0858a_num2.png,1
373,0858b_num1.png,0858b_num2.png,1
374,0730a_num4.png,0730c_num3.png,1
375,0730a_num4.png,0730b_num2.png,1
376,0730a_num4.png,0730a_num3.png,1
377,0730a_num4.png,0730c_num1.png,1
378,0730a_num4.png,0730c_num5.png,1
379,0730a_num4.png,0730a_num1.png,1
380,0730a_num4.png,0730c_num4.png,1
381,0730a_num4.png,0730b_num3.png,1
382,0730a_num4.png,0730c_num2.png,1
383,0730a_num4.png,0730a_num5.png,1
384,1194a_num2.png,1194a_num4.png,1
385,1194a_num2.png,1194c_num4.png,1
386,1194a_num2.png,1194a_num1.png,1
387,1194a_num2.png,1194b_num1.png,1
388,1194a_num2.png,1194c_num3.png,1
389,1194a_num2.png,1194b_num3.png,1
390,1194a_num2.png,1194a_num5.png,1
391,1194a_num2.png,1194b_num2.png,1
392,1194a_num2.png,1194c_num2.png,1
393,1194a_num2.png,1194b_num4.png,1
394,0102b_num4.png,0102b_num7.png,1
395,0102b_num4.png,0102c_num4.png,1
396,0102b_num4.png,0102b_num1.png,1
397,0102b_num4.png,0102a_num2.png,1
398,0102b_num4.png,0102c_num5.png,1
399,0102b_num4.png,0102b_num2.png,1
400,0102b_num4.png,0102b_num8.png,1
401,0102b_num4.png,0102c_num2.png,1
402,0102b_num4.png,0102c_num3.png,1
403,0102b_num4.png,0102a_num1.png,1
404,1176c_num4.png,1176b_num6.png,1
405,1176c_num4.png,1176c_num2.png,1
406,1176c_num4.png,1176a_num1.png,1
407,1176c_num4.png,1176b_num3.png,1
408,1176c_num4.png,1176b_num1.png,1
409,1176c_num4.png,1176b_num2.png,1
410,1176c_num4.png,1176c_num1.png,1
411,1176c_num4.png,1176a_num2.png,1
412,1176c_num4.png,1176a_num3.png,1
413,1176c_num4.png,1176b_num7.png,1
414,1176c_num4.png,1176c_num3.png,1
415,1176c_num4.png,1176b_num4.png,1
416,1176c_num4.png,1176b_num5.png,1
417,0249b_num1.png,0249a_num1.png,1
418,0249b_num1.png,0249c_num1.png,1
419,0249b_num1.png,0249a_num2.png,1
420,0249b_num1.png,0249a_num3.png,1
421,0249b_num1.png,0249b_num2.png,1
422,0249b_num1.png,0249a_num4.png,1
423,1208c_num2.png,1208a_num3.png,1
424,1208c_num2.png,1208c_num3.png,1
425,1208c_num2.png,1208b_num1.png,1
426,1208c_num2.png,1208a_num1.png,1
427,1208c_num2.png,1208a_num2.png,1
428,1208c_num2.png,1208b_num3.png,1
429,1208c_num2.png,1208b_num2.png,1
430,1208c_num2.png,1208c_num4.png,1
431,1208c_num2.png,1208b_num4.png,1
432,1208c_num2.png,1208c_num1.png,1
433,1274b_num2.png,1274a_num3.png,1
434,1274b_num2.png,1274b_num3.png,1
435,1274b_num2.png,1274a_num1.png,1
436,1274b_num2.png,1274c_num2.png,1
437,1274b_num2.png,1274c_num1.png,1
438,0384c_num1.png,0384a_num5.png,1
439,0384c_num1.png,0384b_num1.png,1
440,0384c_num1.png,0384c_num3.png,1
441,0384c_num1.png,0384b_num2.png,1
442,0384c_num1.png,0384b_num7.png,1
443,0384c_num1.png,0384b_num5.png,1
444,0384c_num1.png,0384a_num3.png,1
445,0384c_num1.png,0384c_num2.png,1
446,0384c_num1.png,0384b_num6.png,1
447,0384c_num1.png,0384a_num2.png,1
448,0384c_num1.png,0384b_num3.png,1
449,0384c_num1.png,0384c_num6.png,1
450,0384c_num1.png,0384c_num4.png,1
451,0384c_num1.png,0384a_num1.png,1
452,0384c_num1.png,0384a_num4.png,1
453,0384c_num1.png,0384a_num6.png,1
454,1350c_num2.png,1350a_num2.png,1
455,1350c_num2.png,1350c_num4.png,1
456,1350c_num2.png,1350c_num6.png,1
457,1350c_num2.png,1350a_num1.png,1
458,1350c_num2.png,1350a_num3.png,1
459,1350c_num2.png,1350c_num3.png,1
460,1350c_num2.png,1350b_num4.png,1
461,1350c_num2.png,1350c_num1.png,1
462,1350c_num2.png,1350b_num2.png,1
463,1350c_num2.png,1350b_num3.png,1
464,1350c_num2.png,1350b_num1.png,1
465,1350c_num2.png,1350c_num5.png,1
466,0005a_num4.png,0005c_num1.png,1
467,0005a_num4.png,0005b_num2.png,1
468,0005a_num4.png,0005b_num3.png,1
469,0005a_num4.png,0005a_num1.png,1
470,0005a_num4.png,0005c_num4.png,1
471,0005a_num4.png,0005a_num3.png,1
472,0005a_num4.png,0005aa_num1.png,1
473,0005a_num4.png,0005b_num1.png,1
474,0005a_num4.png,0005c_num6.png,1
475,0005a_num4.png,0005c_num2.png,1
476,1043b_num1.png,1043b_num2.png,1
477,1043b_num1.png,1043c_num4.png,1
478,1043b_num1.png,1043b_num3.png,1
479,1043b_num1.png,1043c_num2.png,1
480,1043b_num1.png,1043a_num2.png,1
481,1043b_num1.png,1043a_num1.png,1
482,1043b_num1.png,1043c_num3.png,1
483,0513c_num6.png,0513b_num4.png,1
484,0513c_num6.png,0513a_num3.png,1
485,0513c_num6.png,0513a_num2.png,1
486,0513c_num6.png,0513b_num1.png,1
487,0513c_num6.png,0513c_num1.png,1
488,0513c_num6.png,0513c_num2.png,1
489,0513c_num6.png,0513a_num4.png,1
490,0513c_num6.png,0513c_num4.png,1
491,0513c_num6.png,0513a_num6.png,1
492,0513c_num6.png,0513b_num5.png,1
493,0513c_num6.png,0513a_num1.png,1
494,0513c_num6.png,0513c_num5.png,1
495,1405a_num3.png,1405b_num1.png,1
496,1405a_num3.png,1405c_num1.png,1
497,1405a_num3.png,1405a_num1.png,1
498,0327b_num3.png,0327b_num1.png,1
499,0327b_num3.png,0327c_num2.png,1
500,0327b_num3.png,0327a_num3.png,1
501,0327b_num3.png,0327b_num2.png,1
502,0327b_num3.png,0327a_num2.png,1
503,0327b_num3.png,0327b_num5.png,1
504,0327b_num3.png,0327b_num4.png,1
505,0327b_num3.png,0327c_num4.png,1
506,0327b_num3.png,0327c_num1.png,1
507,0327b_num3.png,0327c_num6.png,1
508,0327b_num3.png,0327a_num1.png,1
509,0263b_num2.png,0263c_num3.png,1
510,0263b_num2.png,0263b_num3.png,1
511,0263b_num2.png,0263a_num2.png,1
512,0263b_num2.png,0263c_num1.png,1
513,0263b_num2.png,0263a_num3.png,1
514,0663c_num4.png,0663a_num2.png,1
515,0663c_num4.png,0663c_num1.png,1
516,0663c_num4.png,0663b_num1.png,1
517,0663c_num4.png,0663a_num3.png,1
518,0663c_num4.png,0663c_num3.png,1
519,0663c_num4.png,0663c_num2.png,1
520,0663c_num4.png,0663a_num1.png,1
521,0617b_num3.png,0617b_num2.png,1
522,0617b_num3.png,0617a_num4.png,1
523,0617b_num3.png,0617c_num3.png,1
524,0617b_num3.png,0617a_num2.png,1
525,0617b_num3.png,0617c_num4.png,1
526,0617b_num3.png,0617c_num6.png,1
527,0617b_num3.png,0617a_num3.png,1
528,0617b_num3.png,0617c_num1.png,1
529,0617b_num3.png,0617c_num5.png,1
530,0617b_num3.png,0617a_num1.png,1
531,0617b_num3.png,0617b_num1.png,1
532,0617b_num3.png,0617c_num2.png,1
533,0300a_num2.png,0300c_num3.png,1
534,0300a_num2.png,0300a_num3.png,1
535,0300a_num2.png,0300a_num4.png,1
536,0300a_num2.png,0300c_num2.png,1
537,0300a_num2.png,0300c_num1.png,1
538,0300a_num2.png,0300b_num2.png,1
539,0300a_num2.png,0300a_num1.png,1
540,0300a_num2.png,0300c_num4.png,1
541,0300a_num2.png,0300b_num1.png,1
542,0300a_num2.png,0300b_num3.png,1
543,1474b_num1.png,1474c_num2.png,1
544,1474b_num1.png,1474b_num3.png,1
545,1474b_num1.png,1474c_num4.png,1
546,1474b_num1.png,1474b_num4.png,1
547,1474b_num1.png,1474c_num3.png,1
548,1501c_num1.png,1501b_num5.png,1
549,1501c_num1.png,1501b_num3.png,1
550,1501c_num1.png,1501b_num6.png,1
551,1501c_num1.png,1501a_num1.png,1
552,1501c_num1.png,1501b_num2.png,1
553,1501c_num1.png,1501c_num2.png,1
554,1501c_num1.png,1501b_num1.png,1
555,0825c_num5.png,0825a_num3.png,1
556,0825c_num5.png,0825b_num6.png,1
557,0825c_num5.png,0825c_num4.png,1
558,0825c_num5.png,0825b_num4.png,1
559,0825c_num5.png,0825c_num2.png,1
560,0825c_num5.png,0825a_num2.png,1
561,0825c_num5.png,0825c_num3.png,1
562,0825c_num5.png,0825b_num1.png,1
563,0825c_num5.png,0825a_num1.png,1
564,0825c_num5.png,0825a_num4.png,1
565,0825c_num5.png,0825b_num2.png,1
566,0825c_num5.png,0825b_num3.png,1
567,0825c_num5.png,0825b_num5.png,1
568,0825c_num5.png,0825c_num6.png,1
569,0825c_num5.png,0825a_num5.png,1
570,0872a_num2.png,0872b_num1.png,1
571,0872a_num2.png,0872c_num2.png,1
572,0872a_num2.png,0872c_num4.png,1
573,0872a_num2.png,0872a_num1.png,1
574,0872a_num2.png,0872a_num3.png,1
575,0872a_num2.png,0872c_num1.png,1
576,0872a_num2.png,0872b_num4.png,1
577,0872a_num2.png,0872c_num5.png,1
578,0872a_num2.png,0872b_num2.png,1
579,0872a_num2.png,0872c_num3.png,1
580,0077c_num6.png,0077a_num1.png,1
581,0077c_num6.png,0077b_num1.png,1
582,0077c_num6.png,0077c_num5.png,1
583,0077c_num6.png,0077c_num3.png,1
584,0077c_num6.png,0077c_num2.png,1
585,0077c_num6.png,0077c_num7.png,1
586,0077c_num6.png,0077a_num4.png,1
587,1230c_num2.png,1230c_num3.png,1
588,1230c_num2.png,1230b_num4.png,1
589,1230c_num2.png,1230b_num1.png,1
590,1230c_num2.png,1230b_num3.png,1
591,1230c_num2.png,1230a_num2.png,1
592,1230c_num2.png,1230c_num6.png,1
593,1230c_num2.png,1230c_num1.png,1
594,1230c_num2.png,1230a_num1.png,1
595,1230c_num2.png,1230a_num4.png,1
596,1230c_num2.png,1230a_num3.png,1
597,1230c_num2.png,1230c_num4.png,1
598,1230c_num2.png,1230a_num5.png,1
599,0080a_num2.png,0080b_num4.png,1
600,0080a_num2.png,0080b_num2.png,1
601,0080a_num2.png,0080c_num4.png,1
602,0080a_num2.png,0080a_num1.png,1
603,0080a_num2.png,0080a_num4.png,1
604,0080a_num2.png,0080c_num1.png,1
605,0080a_num2.png,0080c_num5.png,1
606,0080a_num2.png,0080c_num6.png,1
607,0080a_num2.png,0080c_num2.png,1
608,0080a_num2.png,0080c_num3.png,1
609,0080a_num2.png,0080a_num5.png,1
610,0080a_num2.png,0080b_num3.png,1
611,0080a_num2.png,0080a_num3.png,1
612,0080a_num2.png,0080b_num1.png,1
613,0630c_num2.png,0630b_num1.png,1
614,0630c_num2.png,0630c_num3.png,1
615,0630c_num2.png,0630a_num4.png,1
616,0630c_num2.png,0630c_num1.png,1
617,0630c_num2.png,0630b_num2.png,1
618,1287a_num6.png,1287b_num3.png,1
619,1287a_num6.png,1287c_num5.png,1
620,1287a_num6.png,1287b_num4.png,1
621,1287a_num6.png,1287b_num6.png,1
622,1287a_num6.png,1287b_num1.png,1
623,1287a_num6.png,1287a_num4.png,1
624,1287a_num6.png,1287b_num5.png,1
625,1287a_num6.png,1287a_num1.png,1
626,1287a_num6.png,1287b_num2.png,1
627,1287a_num6.png,1287c_num3.png,1
628,1287a_num6.png,1287c_num4.png,1
629,0312c_num1.png,0312b_num2.png,1
630,0312c_num1.png,0312c_num4.png,1
631,0312c_num1.png,0312b_num3.png,1
632,0312c_num1.png,0312a_num2.png,1
633,0312c_num1.png,0312b_num5.png,1
