imagename,pen_pressure,letter_spacing,size,dimension,is_lowercase,is_continuous,slantness,tilt,entry_stroke_a,staff_of_a,formation_n,staff_of_d,exit_stroke_d,word_formation,constancy
1179b_num3.png,1,2,3,2,2,1,1,1,1,2,2,2,2,2,2
0455aa_num1.png,2,3,2,2,2,2,2,1,1,1,1,3,2,1,1
0944a_num2.png,1,2,2,2,2,2,1,1,1,2,1,2,2,2,1
1358b_num6.png,2,2,2,2,2,2,1,2,1,1,2,3,2,1,1
0165b_num1.png,2,2,3,2,2,2,1,2,1,4,1,2,2,1,2
1354b_num2.png,1,1,2,2,2,2,2,1,1,4,2,3,4,2,2
1395b_num2.png,1,1,3,3,2,1,1,1,1,1,2,1,1,2,1
0056b_num5.png,2,2,2,2,2,2,2,1,1,1,1,3,2,1,1
0301c_num1.png,2,2,2,2,2,1,3,1,1,2,2,2,1,1,2
0641b_num1.png,1,1,3,3,2,2,1,2,1,1,2,2,2,2,1
1362b_num1.png,2,3,1,1,2,2,2,1,1,2,1,3,4,1,2
1010c_num4.png,1,2,2,2,2,2,1,2,1,2,1,2,3,1,2
0084a_num3.png,1,2,2,2,2,1,1,2,1,4,1,2,1,1,1
1289a_num4.png,1,2,2,2,2,2,1,1,1,2,1,3,2,2,2
0801b_num6.png,1,2,3,3,1,1,1,1,1,1,2,1,1,2,2
0442b_num3.png,2,2,2,2,2,1,1,1,1,2,2,3,3,2,2
0186c_num1.png,2,3,2,1,2,2,4,1,1,2,1,3,2,1,2
0842a_num2.png,1,2,2,1,2,2,3,2,1,2,2,1,1,1,2
1306c_num3.png,2,3,1,1,2,2,1,1,1,1,1,3,2,1,1
0294a_num1.png,2,3,1,1,2,2,3,1,1,2,1,1,3,1,2
0011c_num2.png,2,2,2,2,2,2,2,1,1,2,2,3,2,2,2
0722a_num3.png,2,2,1,1,2,2,3,1,1,2,2,3,3,1,2
0725a_num4.png,1,2,2,2,2,1,1,1,1,1,2,1,1,2,2
0312b_num2.png,2,2,2,2,2,1,1,1,1,2,2,2,1,2,2
0936c_num1.png,1,2,3,3,2,2,1,2,1,2,1,3,2,2,1
1491a_num3.png,2,2,2,2,2,2,2,1,1,2,2,3,4,2,2
0523a_num1.png,2,3,1,1,2,2,3,1,2,3,2,3,3,2,2
0556c_num4.png,1,2,2,2,2,2,1,1,1,3,2,3,3,2,2
1284aa_num1.png,2,2,2,1,2,2,4,1,2,2,2,3,4,2,2
0737c_num3.png,1,2,2,2,2,2,1,1,1,2,2,3,4,2,2
0991b_num5.png,2,2,2,2,2,1,1,2,1,2,2,2,4,2,2
0715c_num5.png,2,2,2,2,2,2,2,1,1,2,2,3,2,2,2
0293b_num4.png,2,1,2,2,2,2,1,1,1,1,2,2,1,1,2
0626bb_num1.png,2,2,2,2,2,2,2,1,1,3,2,3,4,2,2
0057a_num1.png,1,2,3,3,2,1,1,1,1,1,2,2,2,2,2
0641b_num3.png,1,2,3,2,2,1,1,2,1,4,2,3,3,2,2
1266bb_num3.png,2,1,1,1,2,2,2,1,1,1,1,1,1,1,1
1196c_num5.png,2,3,2,2,2,2,2,1,1,2,2,2,3,2,2
1276b_num2.png,2,2,2,2,2,1,1,1,1,4,2,2,1,1,2
0285b_num4.png,2,2,2,3,2,2,3,1,1,2,2,3,2,2,2
1053a_num2.png,2,2,2,2,2,2,1,1,1,2,2,3,2,2,2
0278a_num2.png,2,3,2,2,2,2,1,1,1,2,2,3,4,1,1
0614a_num5.png,1,1,2,1,2,2,1,1,1,1,1,2,2,1,1
0600c_num5.png,2,2,2,1,2,2,1,1,1,1,2,2,4,1,2
1052c_num5.png,2,2,1,2,2,2,2,1,2,2,2,2,3,2,2
1309b_num2.png,2,2,2,2,2,1,3,1,1,2,1,3,1,2,2
1235c_num2.png,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2
0654b_num3.png,1,2,3,3,2,1,2,1,1,2,2,2,2,2,2
1300b_num2.png,2,2,2,2,2,2,1,1,1,2,2,2,4,2,2
0354a_num5.png,2,2,2,2,2,1,3,1,1,4,2,3,2,2,2
0654b_num2.png,1,2,3,3,2,1,1,1,1,2,2,2,1,2,2
0248b_num5.png,2,1,2,2,2,2,1,1,1,1,2,3,2,2,1
0834a_num3.png,1,2,2,2,2,1,4,1,1,4,2,3,4,1,2
1101c_num3.png,2,3,2,2,2,1,1,1,1,2,2,2,1,1,1
0993b_num2.png,2,1,2,1,2,2,1,1,1,1,1,3,2,1,1
0505c_num1.png,2,2,3,3,2,1,1,1,1,3,2,2,4,2,2
1397a_num1.png,2,3,1,1,2,1,3,1,1,2,2,2,2,1,2
0394b_num4.png,2,2,1,1,2,2,2,1,1,1,2,2,2,2,2
0491c_num1.png,2,2,1,1,2,2,2,1,1,2,2,3,3,1,2
1345c_num3.png,2,2,3,2,2,1,4,2,1,2,2,2,2,2,2
0941a_num3.png,2,2,2,2,2,2,2,1,1,1,2,3,2,1,2
0867a_num1.png,1,2,3,2,2,2,1,1,1,2,2,2,3,2,2
0721c_num3.png,1,1,3,2,2,1,1,1,1,4,2,2,2,1,1
0215a_num2.png,2,2,2,1,2,2,2,1,1,4,2,2,4,2,2
0502a_num3.png,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2
0747b_num2.png,2,1,2,2,2,2,1,1,1,2,2,2,4,1,2
0949a_num2.png,2,2,2,1,2,2,4,1,1,3,2,2,3,1,2
0307b_num1.png,2,2,2,1,2,1,2,1,1,1,2,3,3,1,2
1068bb_num2.png,2,2,3,3,2,1,2,2,1,1,2,1,1,1,2
0701b_num4.png,1,2,2,2,2,2,1,1,1,2,2,2,3,2,2
1113c_num2.png,1,2,3,3,2,1,1,1,1,2,2,2,2,2,2
0886a_num5.png,2,2,2,1,2,2,1,1,1,2,2,3,3,1,1
0018a_num2.png,2,3,2,2,2,1,1,1,1,4,2,2,4,1,2
0304c_num2.png,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2
0747c_num4.png,2,2,2,2,2,2,3,1,1,2,2,2,4,1,2
0951b_num4.png,1,3,3,3,2,1,1,2,1,1,2,2,2,1,2
0623b_num3.png,2,1,2,2,2,2,2,1,1,2,2,3,2,1,2
1417a_num1.png,2,3,1,1,2,2,2,1,1,4,2,3,2,1,2
0593c_num1.png,2,2,2,1,2,2,3,1,1,2,2,3,2,1,2
1176b_num2.png,2,1,1,1,2,2,3,2,1,1,2,3,2,1,1
0524a_num5.png,1,2,2,1,2,2,4,1,1,4,2,2,2,1,2
1123aa_num1.png,2,2,2,2,2,2,2,1,1,2,2,3,2,1,1
0381b_num4.png,2,3,1,1,2,2,3,1,1,2,1,3,2,1,1
0911c_num2.png,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2
1275a_num3.png,2,3,1,1,2,1,4,1,1,2,2,1,1,1,2
1303b_num2.png,1,2,3,3,2,2,1,1,1,3,2,3,3,1,2
0563a_num1.png,2,3,3,2,2,2,1,1,1,3,1,3,4,1,1
0180a_num2.png,2,1,3,3,2,1,4,1,1,3,2,1,1,1,2
0170b_num4.png,1,1,2,1,2,2,2,1,1,2,1,2,2,1,1
0779a_num2.png,2,2,2,2,2,1,1,1,1,2,2,2,1,1,2
1356c_num3.png,1,2,2,2,2,1,1,1,1,2,2,2,2,2,2
0444c_num3.png,2,2,2,3,2,2,1,1,1,1,2,2,1,1,2
0625b_num2.png,2,2,1,1,2,2,2,1,1,4,2,2,3,1,2
0255a_num4.png,2,2,2,2,2,2,1,1,1,2,2,2,1,1,2
1008a_num2.png,2,3,2,2,2,1,1,1,1,4,2,2,2,1,2
1418c_num4.png,1,1,3,2,2,2,1,2,2,1,1,3,2,1,1
0387c_num3.png,2,3,2,2,2,1,1,1,1,2,2,3,2,2,2
0273a_num1.png,2,1,2,1,2,2,3,1,1,4,1,3,3,1,1
0607a_num1.png,2,2,2,2,2,2,1,1,1,3,2,3,3,2,2
1564b_num3.png,2,3,2,1,2,2,2,1,1,1,1,3,2,1,1
0082a_num4.png,2,2,2,2,2,2,1,1,1,4,2,2,4,2,2
0825a_num1.png,2,2,2,2,2,1,1,1,1,4,1,1,1,1,1
0020b_num4.png,2,2,2,2,2,1,1,1,1,2,2,2,2,1,2
0701a_num4.png,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2
1247b_num1.png,2,2,3,2,2,2,1,1,1,4,2,2,2,1,2
0641a_num1.png,1,2,3,3,2,2,1,1,1,4,2,2,2,2,2
1173b_num3.png,2,3,1,1,2,2,4,2,1,2,1,3,2,1,1
0705b_num1.png,2,3,2,2,2,2,1,1,1,3,2,2,3,2,2
0520b_num2.png,2,3,2,1,2,2,2,2,1,3,2,3,4,2,2
0337c_num3.png,2,3,1,1,2,2,3,1,1,2,1,3,2,2,1
1299c_num3.png,2,2,1,2,2,2,2,1,1,2,2,1,1,2,2
0008b_num4.png,1,3,3,3,2,1,1,1,1,2,2,2,2,2,2
0218b_num2.png,2,2,2,2,2,2,1,1,1,2,2,2,2,2,1
1181a_num2.png,2,2,2,1,2,2,1,1,2,3,1,3,2,2,1
1024b_num3.png,2,2,2,1,2,2,1,1,1,2,1,3,2,1,1
0948c_num1.png,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2
1102b_num3.png,1,2,2,1,2,2,4,1,1,4,2,3,1,2,1
1241a_num1.png,1,2,2,1,2,1,2,1,1,2,2,2,2,2,2
0968a_num2.png,2,2,2,1,2,2,3,1,1,2,2,2,2,2,2
0782c_num4.png,1,3,1,3,2,1,1,2,1,1,1,1,1,1,1
0019c_num2.png,2,2,3,3,2,2,1,1,1,3,2,2,2,2,2
1045b_num3.png,2,2,2,3,2,1,2,1,1,2,2,2,1,2,2
1435a_num1.png,2,2,2,2,2,2,1,1,1,3,2,3,3,1,1
0149c_num6.png,2,2,2,3,2,1,1,1,1,2,2,1,1,2,2
0098b_num2.png,2,1,1,1,2,2,4,1,1,4,1,1,3,1,1
0871c_num5.png,1,3,3,2,2,1,1,1,1,2,2,2,3,2,2
0809c_num1.png,2,2,2,2,2,2,3,1,1,3,2,2,4,2,2
1304c_num5.png,2,3,2,2,2,1,1,1,1,4,2,2,1,1,2
1188b_num1.png,2,2,3,2,2,2,1,1,1,4,2,2,4,2,2
1287c_num1.png,2,2,2,3,2,2,1,1,1,2,2,2,2,2,2
0777a_num3.png,1,2,2,2,2,2,2,2,1,4,2,2,2,2,2
0055c_num4.png,2,2,2,1,2,2,1,1,1,1,2,3,3,1,2
0011a_num6.png,2,2,2,2,2,2,1,1,1,4,2,2,3,2,2
0956b_num2.png,2,2,1,1,2,2,3,1,2,1,1,2,4,1,1
1546b_num2.png,2,3,2,3,2,2,1,2,1,2,2,3,3,2,2
1419c_num2.png,1,2,3,3,2,2,2,1,1,2,1,3,2,1,1
0646b_num4.png,2,3,2,1,2,2,1,1,1,1,1,3,4,2,1
0380b_num3.png,2,2,1,2,2,2,4,1,1,3,2,2,4,2,2
1142b_num2.png,1,1,2,1,2,2,1,1,2,1,1,2,4,1,1
0103c_num2.png,2,2,2,2,1,1,1,1,1,1,2,1,1,2,2
0717cc_num1.png,2,2,2,2,2,2,2,1,1,2,2,3,3,2,2
0912a_num1.png,1,1,2,3,2,2,1,1,1,1,2,3,2,1,2
0421a_num3.png,2,2,2,3,2,2,3,1,1,2,2,2,4,1,2
0115a_num4.png,1,2,2,2,2,1,4,1,1,2,2,3,2,1,2
1304c_num2.png,1,3,3,3,2,1,1,1,1,1,2,1,1,1,1
0276a_num2.png,1,2,3,2,2,1,1,1,1,2,2,2,1,2,2
0190b_num2.png,2,3,1,1,2,2,2,2,1,4,1,2,3,1,1
1333a_num4.png,2,2,3,3,2,1,1,1,1,2,2,2,1,2,1
0244c_num1.png,2,2,2,1,2,2,3,1,1,2,2,3,2,2,2
0598a_num3.png,1,3,2,2,1,1,1,1,1,1,2,1,1,2,2
0990c_num3.png,2,3,2,2,2,1,1,1,1,2,2,2,2,2,2
0712c_num1.png,1,3,2,2,2,2,1,2,1,2,2,2,4,2,2
0397c_num4.png,2,2,3,2,2,2,1,1,1,3,2,2,3,2,2
0800a_num1.png,2,2,2,2,2,1,1,1,1,1,2,2,4,1,1
0819c_num3.png,2,2,2,2,2,2,1,1,1,2,2,3,2,2,2
1008c_num2.png,2,1,2,3,2,2,2,1,1,2,2,2,2,1,1
0525a_num2.png,2,2,1,2,2,2,1,1,1,2,1,3,4,2,2
0463c_num3.png,2,1,2,1,2,2,1,1,1,1,1,3,4,1,1
1356b_num6.png,2,2,1,2,2,2,3,2,1,4,2,3,4,2,2
1119b_num3.png,1,3,2,2,2,2,1,1,1,1,2,3,2,2,2
0487c_num1.png,2,3,1,1,2,2,2,1,2,2,2,1,4,1,2
1000a_num2.png,2,2,3,2,2,1,1,1,1,4,2,2,2,2,2
1066b_num2.png,2,2,2,2,2,1,1,1,1,2,2,2,3,2,1
1323b_num5.png,2,2,1,1,2,2,3,1,1,4,2,3,1,2,1
0570b_num4.png,2,2,2,1,2,2,2,1,1,2,2,2,3,2,2
1560b_num1.png,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2
1300c_num2.png,2,3,2,1,2,2,2,1,1,2,1,3,4,1,2
0831b_num1.png,1,2,3,3,2,2,1,1,1,2,2,1,2,2,2
0202a_num1.png,2,2,2,2,2,2,4,1,1,2,2,3,2,2,2
1012a_num4.png,2,3,2,2,2,1,3,2,1,1,1,2,1,1,1
0605b_num2.png,2,2,2,2,2,1,1,1,1,2,2,3,2,2,2
0716c_num1.png,2,3,3,3,2,1,1,1,1,2,2,2,1,2,2
1173b_num2.png,2,2,2,1,2,2,3,1,1,1,2,3,1,1,1
1560b_num2.png,2,2,2,2,2,1,4,1,1,4,2,2,2,2,2
1038c_num1.png,1,2,2,2,2,2,2,1,1,2,2,3,4,2,2
1215b_num6.png,1,3,3,3,2,1,1,1,1,2,2,2,1,2,2
1292a_num1.png,2,2,2,2,2,2,2,1,1,2,2,3,4,1,1
0349c_num2.png,2,2,3,3,2,2,2,1,1,1,2,3,2,2,1
1164b_num2.png,2,3,1,1,2,2,2,1,2,2,1,3,4,1,1
0510a_num4.png,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1
0275a_num1.png,1,2,3,3,1,1,2,1,1,1,2,1,1,2,2
0955c_num6.png,2,2,2,2,2,2,2,1,1,2,2,3,3,2,2
0825b_num6.png,2,2,2,2,2,1,1,1,1,2,2,2,3,1,2
0871b_num3.png,1,2,3,2,2,1,1,1,1,2,2,2,2,2,2
0908a_num3.png,1,2,3,1,2,2,2,1,1,2,2,2,1,2,2
0145b_num4.png,1,2,3,3,2,2,2,2,1,1,2,2,2,1,2
0688a_num3.png,2,2,2,2,2,2,2,1,1,4,2,3,2,2,2
0455b_num2.png,2,2,2,2,2,2,2,1,1,2,2,3,4,2,1
0171b_num1.png,1,2,2,2,2,1,1,1,1,2,2,2,4,2,2
0871b_num6.png,1,1,3,2,2,1,1,1,1,2,2,2,1,2,2
0439aa_num1.png,2,1,1,1,2,2,1,1,1,1,1,3,1,1,1
1117b_num5.png,2,1,1,1,2,2,4,1,1,1,2,2,2,1,2
0080b_num2.png,1,3,2,3,2,1,4,1,1,2,2,2,1,2,2
0932c_num3.png,1,1,2,1,2,2,1,1,1,2,2,1,2,2,1
0379b_num4.png,1,1,1,1,2,1,1,1,1,2,2,3,2,1,1
0181c_num1.png,2,1,2,2,2,1,1,1,1,1,2,3,2,2,1
0905c_num3.png,1,1,3,2,2,1,1,1,1,1,2,2,1,2,2
0157a_num4.png,2,1,2,1,2,1,1,1,1,1,2,2,1,1,1
0127c_num2.png,2,1,1,1,2,2,2,2,1,3,2,3,2,2,1
1437b_num2.png,1,1,2,2,2,1,1,1,1,2,1,2,1,1,1
1187c_num5.png,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2
0510c_num5.png,1,1,3,2,2,2,1,1,1,2,2,2,2,1,2
0363a_num1.png,1,1,1,1,2,1,1,1,1,2,2,3,2,1,2
1045c_num4.png,1,1,1,1,2,1,1,1,1,1,2,2,1,2,2
0027c_num1.png,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1
0743c_num3.png,1,1,2,1,2,1,1,1,1,1,2,2,1,1,2
1209b_num2.png,2,1,1,1,2,2,1,1,1,1,1,2,2,1,1
0300c_num3.png,1,1,1,1,2,2,1,1,1,1,2,3,3,2,2
0950a_num2.png,2,1,1,1,2,1,1,1,1,2,2,2,2,1,2
0518c_num5.png,1,1,1,1,2,2,1,1,1,1,2,2,3,2,2
0784c_num3.png,1,1,2,1,2,1,1,1,1,2,2,2,1,2,2
0929a_num2.png,1,1,2,1,2,1,1,1,1,3,2,2,1,2,2
0585c_num2.png,2,1,1,1,2,2,1,1,1,3,2,3,1,1,1
0172cc_num2.png,1,1,1,1,2,1,4,1,1,1,2,2,3,1,2
0432a_num1.png,2,1,1,1,2,2,1,1,1,2,2,2,4,1,2
1109c_num6.png,2,1,1,1,2,2,1,1,1,1,2,3,4,1,2
0042c_num2.png,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1
0560b_num1.png,1,2,1,1,2,1,1,1,1,2,2,2,2,1,2
1326a_num3.png,1,2,3,3,2,1,1,1,1,2,2,2,1,2,1
0468c_num1.png,1,2,3,3,2,1,1,1,1,1,2,2,1,1,2
0667a_num2.png,2,1,1,2,2,1,1,1,1,1,2,1,1,1,1
0444b_num3.png,2,3,2,1,2,1,1,1,1,1,2,1,2,2,2
0711c_num2.png,1,1,1,1,2,2,1,1,1,1,2,3,3,1,2
0160c_num1.png,2,2,1,1,2,1,1,1,1,1,1,3,4,1,1
1159b_num1.png,1,2,3,1,2,1,1,2,1,1,2,1,1,1,1
